id,titolo_breve,production_id,dcTitle,from,to,datetext,luogo_nome,luogo_id,edificio_nome,edificio_id,composizione_nome,composizione_id,fullpath
60836,Sade. Dialoghi dalla Bastiglia,,Sade. Dialoghi dalla Bastiglia,1989-11-14,1989-11-14,14/11/1989,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/14-11-1989 Sade. Dialoghi dalla Bastiglia (60836)
60837,Sade. Dialoghi dalla Bastiglia,,Sade. Dialoghi dalla Bastiglia,1989-11-15,1989-11-15,15/11/1989,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/15-11-1989 Sade. Dialoghi dalla Bastiglia (60837)
60838,Sade. Dialoghi dalla Bastiglia,,Sade. Dialoghi dalla Bastiglia,1989-11-16,1989-11-16,16/11/1989,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/16-11-1989 Sade. Dialoghi dalla Bastiglia (60838)
60839,Sade. Dialoghi dalla Bastiglia,,Sade. Dialoghi dalla Bastiglia,1989-11-17,1989-11-17,17/11/1989,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/17-11-1989 Sade. Dialoghi dalla Bastiglia (60839)
60840,Sade. Dialoghi dalla Bastiglia,,Sade. Dialoghi dalla Bastiglia,1989-11-18,1989-11-18,18/11/1989,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/18-11-1989 Sade. Dialoghi dalla Bastiglia (60840)
60841,Sade. Dialoghi dalla Bastiglia,,Sade. Dialoghi dalla Bastiglia,1989-11-19,1989-11-19,19/11/1989,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/19-11-1989 Sade. Dialoghi dalla Bastiglia (60841)
60842,Ruzante reduce dall'Africa orientale,,Ruzante reduce dall'Africa orientale,1989-12-16,1989-12-16,16/12/1989,Reggio Emilia,187,Teatro Ariosto: Sala Verdi,9302,,,/Recite/16-12-1989 Ruzante reduce dall'Africa orientale (60842)
60843,Ruzante reduce dall'Africa orientale,,Ruzante reduce dall'Africa orientale,1989-12-17,1989-12-17,17/12/1989,Reggio Emilia,187,Teatro Ariosto: Sala Verdi,9302,,,/Recite/17-12-1989 Ruzante reduce dall'Africa orientale (60843)
60844,Ruzante reduce dall'Africa orientale,,Ruzante reduce dall'Africa orientale,1989-12-18,1989-12-18,18/12/1989,Reggio Emilia,187,Teatro Ariosto: Sala Verdi,9302,,,/Recite/18-12-1989 Ruzante reduce dall'Africa orientale (60844)
60845,Ruzante reduce dall'Africa orientale,,Ruzante reduce dall'Africa orientale,1989-12-19,1989-12-19,19/12/1989,Reggio Emilia,187,Teatro Ariosto: Sala Verdi,9302,,,/Recite/19-12-1989 Ruzante reduce dall'Africa orientale (60845)
60846,Racconto orientale,,Racconto orientale,1990-01-11,1990-01-11,11/01/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/11-01-1990 Racconto orientale (60846)
60847,Racconto orientale,,Racconto orientale,1990-01-12,1990-01-12,12/01/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/12-01-1990 Racconto orientale (60847)
60848,Racconto orientale,,Racconto orientale,1990-01-13,1990-01-13,13/01/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/13-01-1990 Racconto orientale (60848)
60849,I minimi sistemi,,I minimi sistemi,1990-04-20,1990-04-20,20/04/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/20-04-1990 I minimi sistemi (60849)
60850,I minimi sistemi,,I minimi sistemi,1990-04-21,1990-04-21,21/04/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/21-04-1990 I minimi sistemi (60850)
60851,I minimi sistemi,,I minimi sistemi,1990-04-22,1990-04-22,22/04/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/22-04-1990 I minimi sistemi (60851)
60852,I minimi sistemi,,I minimi sistemi,1990-04-23,1990-04-23,23/04/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/23-04-1990 I minimi sistemi (60852)
60853,I minimi sistemi,,I minimi sistemi,1990-04-24,1990-04-24,24/04/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/24-04-1990 I minimi sistemi (60853)
60854,I minimi sistemi,,I minimi sistemi,1990-04-25,1990-04-25,25/04/1990,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/25-04-1990 I minimi sistemi (60854)
60855,Dybbuk,,Dybbuk,1995-11-14,1995-11-14,14/11/1995,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/14-11-1995 Dybbuk (60855)
60856,Il ritorno di Scaramouche,,Il ritorno di Scaramouche,1995-12-06,1995-12-06,06/12/1995,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/06-12-1995 Il ritorno di Scaramouche (60856)
60857,Orestea (una commedia organica?),,Orestea (una commedia organica?),1996-02-01,1996-02-01,01/02/1996,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/01-02-1996 Orestea (una commedia organica?) (60857)
60858,Millenovecentonovantadieci,,Millenovecentonovantadieci,1996-02-20,1996-02-20,20/02/1996,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/20-02-1996 Millenovecentonovantadieci (60858)
60859,Amlieto il principe non si sposa,,Amlieto il principe non si sposa,1996-03-10,1996-03-10,10/03/1996,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/10-03-1996 Amlieto il principe non si sposa (60859)
60860,Il teatro della cucina ebraica (I parte),,Il teatro della cucina ebraica (I parte),1998-09-19,1998-09-19,19/09/1998,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/19-09-1998 Il teatro della cucina ebraica (I parte) (60860)
60861,Through the Gate of Aden - Shosana's Balcony,,Through the Gate of Aden / Shosana's Balcony,1998-09-19,1998-09-19,19/09/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/19-09-1998 Through the Gate of Aden - Shosana's Balcony (60861)
60862,Il teatro della cucina ebraica (II parte),,Il teatro della cucina ebraica (II parte),1998-09-19,1998-09-19,19/09/1998,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/19-09-1998 Il teatro della cucina ebraica (II parte) (60862)
60863,Qohélet o L'ecclesiaste,,Qohélet o L'ecclesiaste,1998-09-25,1998-09-25,25/09/1998,Reggio Emilia,187,Sinagoga,8999,,,/Recite/25-09-1998 Qohélet o L'ecclesiaste (60863)
60864,Qohélet o L'ecclesiaste,,Qohélet o L'ecclesiaste,1998-09-26,1998-09-26,26/09/1998,Reggio Emilia,187,Sinagoga,8999,,,/Recite/26-09-1998 Qohélet o L'ecclesiaste (60864)
60865,Qohélet o L'ecclesiaste,,Qohélet o L'ecclesiaste,1998-09-27,1998-09-27,27/09/1998,Reggio Emilia,187,Sinagoga,8999,,,/Recite/27-09-1998 Qohélet o L'ecclesiaste (60865)
60866,"14-12-2007 Aterballetto.
Serata Ariosto",,"Aterballetto.
Serata Ariosto",2007-12-14,2007-12-14,14/12/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/14-12-2007 Aterballetto.
Serata Ariosto (60866)"
60867,"15-12-2007 Aterballetto.
Serata Ariosto",,"Aterballetto.
Serata Ariosto",2007-12-15,2007-12-15,15/12/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/15-12-2007 Aterballetto.
Serata Ariosto (60867)"
60868,Un certo signor G,,Un certo signor G,2007-11-30,2007-11-30,30/11/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/30-11-2007 Un certo signor G (60868)
60869,Un certo signor G,,Un certo signor G,2007-12-01,2007-12-01,01/12/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/01-12-2007 Un certo signor G (60869)
60870,Un certo signor G,,Un certo signor G,2007-12-02,2007-12-02,02/12/2007,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/02-12-2007 Un certo signor G (60870)
60871,Pinocchio,,Pinocchio,2007-12-10,2007-12-10,10/12/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/10-12-2007 Pinocchio (60871)
60872,Pinocchio,,Pinocchio,2007-12-11,2007-12-11,11/12/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/11-12-2007 Pinocchio (60872)
60873,Pinocchio,,Pinocchio,2007-12-12,2007-12-12,12/12/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/12-12-2007 Pinocchio (60873)
60874,Sogno di una notte di mezza estate,,Sogno di una notte di mezza estate,2008-01-08,2008-01-08,08/01/2008,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/08-01-2008 Sogno di una notte di mezza estate (60874)
60875,La bella e la bestia,,La bella e la bestia,2007-10-28,2007-10-28,28/10/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/28-10-2007 La bella e la bestia (60875)
60876,La bella addormentata nel bosco,,La bella addormentata nel bosco,2007-11-11,2007-11-11,11/11/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/11-11-2007 La bella addormentata nel bosco (60876)
60877,La bella addormentata nel bosco,,La bella addormentata nel bosco,2007-11-11,2007-11-11,11/11/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/11-11-2007 La bella addormentata nel bosco (60877)
60878,Alì Babà e i quaranta ladroni,,Alì Babà e i quaranta ladroni,2007-12-02,2007-12-02,02/12/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/02-12-2007 Alì Babà e i quaranta ladroni (60878)
60879,Alì Babà e i quaranta ladroni,,Alì Babà e i quaranta ladroni,2007-12-02,2007-12-02,02/12/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/02-12-2007 Alì Babà e i quaranta ladroni (60879)
60880,Cappuccetto rosso,,Cappuccetto rosso,2007-12-09,2007-12-09,09/12/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-12-2007 Cappuccetto rosso (60880)
60881,Cappuccetto rosso,,Cappuccetto rosso,2007-12-09,2007-12-09,09/12/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-12-2007 Cappuccetto rosso (60881)
60882,Il Conte di Lussemburgo,,Il Conte di Lussemburgo,2005-12-31,2005-12-31,31/12/2005,Reggio Emilia,187,Teatro Municipale Valli,8715,Il Conte di Lussemburgo,72415,/Recite/31-12-2005 Il Conte di Lussemburgo (60882)
60883,Il Conte di Lussemburgo,,Il Conte di Lussemburgo,2006-01-01,2006-01-01,01/01/2006,Reggio Emilia,187,Teatro Municipale Valli,8715,Il Conte di Lussemburgo,72415,/Recite/01-01-2006 Il Conte di Lussemburgo (60883)
60884,La vedova allegra,,La vedova allegra,1992-09-26,1992-09-26,26/09/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/26-09-1992 La vedova allegra (60884)
60885,La vedova allegra,,La vedova allegra,1992-09-27,1992-09-27,27/09/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/27-09-1992 La vedova allegra (60885)
60886,La vedova allegra,,La vedova allegra,1992-09-27,1992-09-27,27/09/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/27-09-1992 La vedova allegra (60886)
60887,La principessa della Czarda,,La principessa della Czarda,1992-11-20,1992-11-20,20/11/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1915 Die Csárdásfürstin - La principessa della csárdás,71319,/Recite/20-11-1992 La principessa della Czarda (60887)
60888,La principessa della Czarda,,La principessa della Czarda,1992-11-21,1992-11-21,21/11/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1915 Die Csárdásfürstin - La principessa della csárdás,71319,/Recite/21-11-1992 La principessa della Czarda (60888)
60889,La principessa della Czarda,,La principessa della Czarda,1992-11-22,1992-11-22,22/11/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1915 Die Csárdásfürstin - La principessa della csárdás,71319,/Recite/22-11-1992 La principessa della Czarda (60889)
60890,Lo zingaro barone,,Lo zingaro barone,1992-12-05,1992-12-05,05/12/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1885 Der Zigeuenerbaron - Lo zingaro barone,71194,/Recite/05-12-1992 Lo zingaro barone (60890)
60891,Lo zingaro barone,,Lo zingaro barone,1992-12-06,1992-12-06,06/12/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1885 Der Zigeuenerbaron - Lo zingaro barone,71194,/Recite/06-12-1992 Lo zingaro barone (60891)
60892,La vedova allegra,,La vedova allegra,1992-12-31,1992-12-31,31/12/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/31-12-1992 La vedova allegra (60892)
60893,La vedova allegra,,La vedova allegra,1993-01-01,1993-01-01,01/01/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/01-01-1993 La vedova allegra (60893)
60894,Cin Ci Là,,Cin Ci Là,1993-10-01,1993-10-01,01/10/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1925 Cin Ci Là,70497,/Recite/01-10-1993 Cin Ci Là (60894)
60895,Cin Ci Là,,Cin Ci Là,1993-10-02,1993-10-02,02/10/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1925 Cin Ci Là,70497,/Recite/02-10-1993 Cin Ci Là (60895)
60896,Cin Ci Là,,Cin Ci Là,1993-10-03,1993-10-03,03/10/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1925 Cin Ci Là,70497,/Recite/03-10-1993 Cin Ci Là (60896)
60897,Frasquita,,Frasquita,1993-11-19,1993-11-19,19/11/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,Frasquita,72416,/Recite/19-11-1993 Frasquita (60897)
60898,Frasquita,,Frasquita,1993-11-20,1993-11-20,20/11/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,Frasquita,72416,/Recite/20-11-1993 Frasquita (60898)
60899,Frasquita,,Frasquita,1993-11-21,1993-11-21,21/11/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,Frasquita,72416,/Recite/21-11-1993 Frasquita (60899)
60900,Cin Ci Là,,Cin Ci Là,1993-12-31,1993-12-31,31/12/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1925 Cin Ci Là,70497,/Recite/31-12-1993 Cin Ci Là (60900)
60901,Cin Ci Là,,Cin Ci Là,1994-01-01,1994-01-01,01/01/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1925 Cin Ci Là,70497,/Recite/01-01-1994 Cin Ci Là (60901)
60902,Scugnizza,,Scugnizza,1994-01-28,1994-01-28,28/01/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1922 Scugnizza,70888,/Recite/28-01-1994 Scugnizza (60902)
60903,Scugnizza,,Scugnizza,1994-01-29,1994-01-29,29/01/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1922 Scugnizza,70888,/Recite/29-01-1994 Scugnizza (60903)
60904,Scugnizza,,Scugnizza,1994-01-30,1994-01-30,30/01/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1922 Scugnizza,70888,/Recite/30-01-1994 Scugnizza (60904)
60905,La danza delle libellule,,La danza delle libellule,1994-10-06,1994-10-06,06/10/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/06-10-1994 La danza delle libellule (60905)
60906,La danza delle libellule,,La danza delle libellule,1994-10-08,1994-10-08,08/10/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/08-10-1994 La danza delle libellule (60906)
60907,La danza delle libellule,,La danza delle libellule,1994-10-09,1994-10-09,09/10/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/09-10-1994 La danza delle libellule (60907)
60908,La vedova allegra,,La vedova allegra,1994-11-18,1994-11-18,18/11/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/18-11-1994 La vedova allegra (60908)
60909,La vedova allegra,,La vedova allegra,1994-11-19,1994-11-19,19/11/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/19-11-1994 La vedova allegra (60909)
60910,La vedova allegra,,La vedova allegra,1994-11-20,1994-11-20,20/11/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/20-11-1994 La vedova allegra (60910)
60911,La danza delle libellule,,La danza delle libellule,1994-12-31,1994-12-31,31/12/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/31-12-1994 La danza delle libellule (60911)
60912,La danza delle libellule,,La danza delle libellule,1995-01-01,1995-01-01,01/01/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/01-01-1995 La danza delle libellule (60912)
60913,Il paese del sorriso,,Il paese del sorriso,1995-02-17,1995-02-17,17/02/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,Il paese del sorriso,71262,/Recite/17-02-1995 Il paese del sorriso (60913)
60914,Il paese del sorriso,,Il paese del sorriso,1995-02-18,1995-02-18,18/02/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,Il paese del sorriso,71262,/Recite/18-02-1995 Il paese del sorriso (60914)
60915,Il paese del sorriso,,Il paese del sorriso,1995-02-19,1995-02-19,19/02/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,Il paese del sorriso,71262,/Recite/19-02-1995 Il paese del sorriso (60915)
60916,Il paese dei campanelli,,Il paese dei campanelli,1995-10-12,1995-10-12,12/10/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,1923 Il paese dei campanelli,70887,/Recite/12-10-1995 Il paese dei campanelli (60916)
60917,Il paese dei campanelli,,Il paese dei campanelli,1995-10-13,1995-10-13,13/10/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,1923 Il paese dei campanelli,70887,/Recite/13-10-1995 Il paese dei campanelli (60917)
60918,Il paese dei campanelli,,Il paese dei campanelli,1995-10-14,1995-10-14,14/10/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,1923 Il paese dei campanelli,70887,/Recite/14-10-1995 Il paese dei campanelli (60918)
60919,Il paese dei campanelli,,Il paese dei campanelli,1995-10-15,1995-10-15,15/10/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,1923 Il paese dei campanelli,70887,/Recite/15-10-1995 Il paese dei campanelli (60919)
60920,Madama di Tebe,,Madama di Tebe,1995-11-16,1995-11-16,16/11/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,Madama di Tebe,70250,/Recite/16-11-1995 Madama di Tebe (60920)
60921,Madama di Tebe,,Madama di Tebe,1995-11-17,1995-11-17,17/11/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,Madama di Tebe,70250,/Recite/17-11-1995 Madama di Tebe (60921)
60922,Madama di Tebe,,Madama di Tebe,1995-11-18,1995-11-18,18/11/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,Madama di Tebe,70250,/Recite/18-11-1995 Madama di Tebe (60922)
60923,Madama di Tebe,,Madama di Tebe,1995-11-19,1995-11-19,19/11/1995,Reggio Emilia,187,Teatro Municipale Valli,8715,Madama di Tebe,70250,/Recite/19-11-1995 Madama di Tebe (60923)
60924,La Duchessa del Bal Tabarin,,La Duchessa del Bal Tabarin,1996-01-20,1996-01-20,20/01/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,La Duchessa del Bal Tabarin,72417,/Recite/20-01-1996 La Duchessa del Bal Tabarin (60924)
60925,La Duchessa del Bal Tabarin,,La Duchessa del Bal Tabarin,1996-01-21,1996-01-21,21/01/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,La Duchessa del Bal Tabarin,72417,/Recite/21-01-1996 La Duchessa del Bal Tabarin (60925)
60926,La Duchessa del Bal Tabarin,,La Duchessa del Bal Tabarin,1996-01-21,1996-01-21,21/01/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,La Duchessa del Bal Tabarin,72417,/Recite/21-01-1996 La Duchessa del Bal Tabarin (60926)
60927,Al cavallino bianco,,Al cavallino bianco,1996-10-17,1996-10-17,17/10/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,1930 Im weissel Rössl - Al cavallino bianco,72365,/Recite/17-10-1996 Al cavallino bianco (60927)
60928,Al cavallino bianco,,Al cavallino bianco,1996-10-18,1996-10-18,18/10/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,1930 Im weissel Rössl - Al cavallino bianco,72365,/Recite/18-10-1996 Al cavallino bianco (60928)
60929,Al cavallino bianco,,Al cavallino bianco,1996-10-20,1996-10-20,20/10/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,1930 Im weissel Rössl - Al cavallino bianco,72365,/Recite/20-10-1996 Al cavallino bianco (60929)
60930,Al cavallino bianco,,Al cavallino bianco,1996-10-22,1996-10-22,22/10/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,1930 Im weissel Rössl - Al cavallino bianco,72365,/Recite/22-10-1996 Al cavallino bianco (60930)
60931,Il Conte di Lussemburgo,,Il Conte di Lussemburgo,1997-01-10,1997-01-10,10/01/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,Il Conte di Lussemburgo,72415,/Recite/10-01-1997 Il Conte di Lussemburgo (60931)
60932,Il Conte di Lussemburgo,,Il Conte di Lussemburgo,1997-01-11,1997-01-11,11/01/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,Il Conte di Lussemburgo,72415,/Recite/11-01-1997 Il Conte di Lussemburgo (60932)
60933,Il Conte di Lussemburgo,,Il Conte di Lussemburgo,1997-01-12,1997-01-12,12/01/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,Il Conte di Lussemburgo,72415,/Recite/12-01-1997 Il Conte di Lussemburgo (60933)
60934,Il Conte di Lussemburgo,,Il Conte di Lussemburgo,1997-01-14,1997-01-14,14/01/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,Il Conte di Lussemburgo,72415,/Recite/14-01-1997 Il Conte di Lussemburgo (60934)
60935,La Duchessa di Chicago,,La Duchessa di Chicago,1997-02-15,1997-02-15,15/02/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,La Duchessa di Chicago,71497,/Recite/15-02-1997 La Duchessa di Chicago (60935)
60936,La Duchessa di Chicago,,La Duchessa di Chicago,1997-02-16,1997-02-16,16/02/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,La Duchessa di Chicago,71497,/Recite/16-02-1997 La Duchessa di Chicago (60936)
60937,La Duchessa di Chicago,,La Duchessa di Chicago,1997-02-16,1997-02-16,16/02/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,La Duchessa di Chicago,71497,/Recite/16-02-1997 La Duchessa di Chicago (60937)
60938,Gran Galà dell'operetta,,Gran Galà dell'operetta,1996-12-31,1996-12-31,31/12/1996,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/31-12-1996 Gran Galà dell'operetta (60938)
60939,The Fairy Queen,,The Fairy Queen,2007-04-03,2007-04-03,03/04/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/03-04-2007 The Fairy Queen (60939)
60940,Don Giovanni ovvero l'ultimo dei libertini,,Don Giovanni ovvero l'ultimo dei libertini,2006-03-24,2006-03-24,24/03/2006,Reggio Emilia,187,Teatro Ariosto,9415,2006 Don Giovanni ovvero l'ultimo dei libertini,88789,/Recite/24-03-2006 Don Giovanni ovvero l'ultimo dei libertini (60940)
60941,Don Giovanni ovvero l'ultimo dei libertini,,Don Giovanni ovvero l'ultimo dei libertini,2006-03-24,2006-03-24,24/03/2006,Reggio Emilia,187,Teatro Ariosto,9415,2006 Don Giovanni ovvero l'ultimo dei libertini,88789,/Recite/24-03-2006 Don Giovanni ovvero l'ultimo dei libertini (60941)
60942,Don Giovanni ovvero l'ultimo dei libertini,,Don Giovanni ovvero l'ultimo dei libertini,2006-03-24,2006-03-24,24/03/2006,Reggio Emilia,187,Teatro Ariosto,9415,2006 Don Giovanni ovvero l'ultimo dei libertini,88789,/Recite/24-03-2006 Don Giovanni ovvero l'ultimo dei libertini (60942)
60943,L'amore delle tre melarance,,L'amore delle tre melarance,2005-03-31,2005-03-31,31/03/2005,Reggio Emilia,187,Teatro Ariosto,9415,"1921 Ljubov'k trëm apel'sinam - L'amore delle tre melarance, op. 33",69365,/Recite/31-03-2005 L'amore delle tre melarance (60943)
60944,The Fairy Queen,,The Fairy Queen,2007-04-03,2007-04-03,03/04/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/03-04-2007 The Fairy Queen (60944)
60945,The Fairy Queen,,The Fairy Queen,2007-04-03,2007-04-03,03/04/2007,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/03-04-2007 The Fairy Queen (60945)
60946,La storia di Orfeo e Euridice,,La storia di Orfeo e Euridice,2004-02-20,2004-02-20,20/02/2004,Reggio Emilia,187,Teatro Ariosto,9415,2003 La storia di Orfeo e Euridice,88581,/Recite/20-02-2004 La storia di Orfeo e Euridice (60946)
60947,La storia di Orfeo e Euridice,,La storia di Orfeo e Euridice,2004-02-20,2004-02-20,20/02/2004,Reggio Emilia,187,Teatro Ariosto,9415,2003 La storia di Orfeo e Euridice,88581,/Recite/20-02-2004 La storia di Orfeo e Euridice (60947)
60948,Un romanzo da tre soldi,,Un romanzo da tre soldi,2005-02-08,2005-02-08,08/02/2005,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/08-02-2005 Un romanzo da tre soldi (60948)
60949,La danza delle libellule,,La danza delle libellule,2008-01-18,2008-01-18,18/01/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/18-01-2008 La danza delle libellule (60949)
60950,La danza delle libellule,,La danza delle libellule,2008-01-19,2008-01-19,19/01/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/19-01-2008 La danza delle libellule (60950)
60951,La danza delle libellule,,La danza delle libellule,2008-01-20,2008-01-20,20/01/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,1916 Libellentanz - La danza delle libellule,72364,/Recite/20-01-2008 La danza delle libellule (60951)
60952,Balletto dell'Opera di Kiev,,Balletto dell'Opera di Kiev,2008-01-17,2008-01-17,17/01/2008,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/17-01-2008 Balletto dell'Opera di Kiev (60952)
60953,Il giardino dipinto,,Il giardino dipinto,2008-01-13,2008-01-13,13/01/2008,Reggio Emilia,187,Teatro Regio,8733,,,/Recite/13-01-2008 Il giardino dipinto (60953)
60954,Il giardino dipinto,,Il giardino dipinto,2008-01-13,2008-01-13,13/01/2008,Reggio Emilia,187,Teatro Regio,8733,,,/Recite/13-01-2008 Il giardino dipinto (60954)
60955,Fiabe italiane,,Fiabe italiane,2008-01-20,2008-01-20,20/01/2008,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/20-01-2008 Fiabe italiane (60955)
60956,Mercan Dede,,Mercan Dede,2005-05-21,2005-05-21,21/05/2005,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/21-05-2005 Mercan Dede (60956)
