"id";"Crediti artistici";"Crediti tecnici";"recite_collegate";"Id recite collegate";"fullpath";"composizioni_collegate";"Operator ObjectField Getter";"from";"to";"datetext";"source_id";"luogo_prima_rappresentazione";"edificio_prima_rappresentazione"
"33556";"[
    {
        ""Identificativo"": 25426,
        ""Nome"": ""Paolo Vettori"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 10116,
        ""Nome"": ""Claudia Boasso"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 7860,
        ""Nome"": ""Laura Viglione"",
        ""Ruolo"": ""Costumista""
    },
    {
        ""Identificativo"": 32216,
        ""Nome"": ""Gianni Bertoli"",
        ""Ruolo"": ""Luci""
    },
    {
        ""Identificativo"": 31169,
        ""Nome"": ""Antonio Stallone"",
        ""Ruolo"": ""Direttore dell'allestimento""
    }
]";"[]";"/Cronologia (52555)/Stagione d'opera 2023 (32445)/3 Powder Her Face (33556)/1 Powder Her Face (40019),/Cronologia (52555)/Stagione d'opera 2023 (32445)/3 Powder Her Face (33556)/2 Powder Her Face (40020)";"40019,40020";"/Cronologia (52555)/Stagione d'opera 2023 (32445)/3 Powder Her Face (33556)";"/Composizioni (52556)/Powder Her Face (43726)";"";"2023-03-10";"2023-03-18";"10-03-2023 - 18-03-2023";"object_id_38239";"/Luoghi/Torino (95280)";"/Edifici/Piccolo Regio Puccini (95350)"
"33557";"[
    {
        ""Identificativo"": 9140,
        ""Nome"": ""Massimo Scaglione"",
        ""Ruolo"": ""Regista""
    }
]";"[
    {
        ""identificativo"": 9989,
        ""Nome"": ""Luigi Lupi, VI"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9990,
        ""Nome"": ""Gigi Lupi, VII"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9991,
        ""Nome"": ""Franco Lupi, VIII"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9992,
        ""Nome"": ""Ottavio Marcelli"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9993,
        ""Nome"": ""Ivo D’Ambrosio"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9994,
        ""Nome"": ""Umberto Jacono"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9995,
        ""Nome"": ""Daniela Trezzi"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9996,
        ""Nome"": ""Carlo Cicconi"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 9997,
        ""Nome"": ""Museo della marionetta, Torino"",
        ""Ruolo"": ""Attrezzeria""
    }
]";"/Cronologia (52555)/Spettacoli fuori stagione 1980 (32245)/1 Damira placata (33557)/1 Damira placata (34287),/Cronologia (52555)/Spettacoli fuori stagione 1980 (32245)/1 Damira placata (33557)/2 Damira placata (34288),/Cronologia (52555)/Spettacoli fuori stagione 1980 (32245)/1 Damira placata (33557)/3 Damira placata (34289)";"34287,34288,34289";"/Cronologia (52555)/Spettacoli fuori stagione 1980 (32245)/1 Damira placata (33557)";"/Composizioni (52556)/Damira placata (42149)";"";"1980-11-28";"1980-11-30";"28-11-1980 - 30-11-1980";"object_id_3940";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33558";"[
    {
        ""Identificativo"": 5247,
        ""Nome"": ""Filippo Crivelli"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 7356,
        ""Nome"": ""Ugo Dell’Ara"",
        ""Ruolo"": ""Coreografo""
    },
    {
        ""Identificativo"": 8182,
        ""Nome"": ""Carlo Savi"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 3918,
        ""Nome"": ""Pier Luigi Pizzi"",
        ""Ruolo"": ""Costumista""
    }
]";"[
    {
        ""identificativo"": 7781,
        ""Nome"": ""Teatro Massimo, Palermo"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 8418,
        ""Nome"": ""Pedrazzoli, Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 6425,
        ""Nome"": ""Teatro alla Scala, Milano"",
        ""Ruolo"": ""Sartoria,Parrucche""
    }
]";"/Cronologia (52555)/Autunno 1981 (32247)/1 Aida (33558)/1 Aida (34293),/Cronologia (52555)/Autunno 1981 (32247)/1 Aida (33558)/2 Aida (34294),/Cronologia (52555)/Autunno 1981 (32247)/1 Aida (33558)/3 Aida (34295),/Cronologia (52555)/Autunno 1981 (32247)/1 Aida (33558)/4 Aida (34296),/Cronologia (52555)/Autunno 1981 (32247)/1 Aida (33558)/5 Aida (34297),/Cronologia (52555)/Autunno 1981 (32247)/1 Aida (33558)/6 Aida (34298)";"34293,34294,34295,34296,34297,34298";"/Cronologia (52555)/Autunno 1981 (32247)/1 Aida (33558)";"/Composizioni (52556)/Aida (40322)";"";"1981-09-19";"1981-10-04";"19-09-1981 - 04-10-1981";"object_id_3952";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33559";"[
    {
        ""Identificativo"": 4895,
        ""Nome"": ""Marius Petipa"",
        ""Ruolo"": ""Coreografo""
    },
    {
        ""Identificativo"": 9000,
        ""Nome"": ""Nicolaj Beriozov"",
        ""Ruolo"": ""Coreografo""
    },
    {
        ""Identificativo"": 8679,
        ""Nome"": ""Josef Svoboda"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 9007,
        ""Nome"": ""Jan Skalicky"",
        ""Ruolo"": ""Costumista""
    }
]";"[]";"/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/1 Lago dei cigni, Il (34418),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/10 Lago dei cigni, Il (34427),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/2 Lago dei cigni, Il (34419),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/3 Lago dei cigni, Il (34420),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/4 Lago dei cigni, Il (34421),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/5 Lago dei cigni, Il (34422),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/6 Lago dei cigni, Il (34423),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/7 Lago dei cigni, Il (34424),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/8 Lago dei cigni, Il (34425),/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)/9 Lago dei cigni, Il (34426)";"34418,34427,34419,34420,34421,34422,34423,34424,34425,34426";"/Cronologia (52555)/Stagione lirica 1982-1983 (32253)/2 Lago dei cigni, Il (33559)";"/Composizioni (52556)/Lago dei cigni, Il (41725)";"";"1982-11-30";"1982-12-16";"30-11-1982 - 16-12-1982";"object_id_4108";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33560";"[
    {
        ""Identificativo"": 9930,
        ""Nome"": ""Carlos Saura"",
        ""Ruolo"": ""Luci,Regista""
    },
    {
        ""Identificativo"": 9931,
        ""Nome"": ""Antonio Saura"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 6781,
        ""Nome"": ""Antonio Gades"",
        ""Ruolo"": ""Luci,Regista""
    }
]";"[]";"/Cronologia (52555)/Autunno 1984 (32256)/1 Carmen (33560)/1 Carmen (34595),/Cronologia (52555)/Autunno 1984 (32256)/1 Carmen (33560)/2 Carmen (34596),/Cronologia (52555)/Autunno 1984 (32256)/1 Carmen (33560)/3 Carmen (34597),/Cronologia (52555)/Autunno 1984 (32256)/1 Carmen (33560)/4 Carmen (34598),/Cronologia (52555)/Autunno 1984 (32256)/1 Carmen (33560)/5 Carmen (34599),/Cronologia (52555)/Autunno 1984 (32256)/1 Carmen (33560)/6 Carmen (34600)";"34595,34596,34597,34598,34599,34600";"/Cronologia (52555)/Autunno 1984 (32256)/1 Carmen (33560)";"/Composizioni (52556)/Carmen (42144)";"";"1984-10-23";"1984-10-28";"23-10-1984 - 28-10-1984";"object_id_4306";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33561";"[
    {
        ""Identificativo"": 4275,
        ""Nome"": ""Gianfranco De Bosio"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 8596,
        ""Nome"": ""Attila Kovacs"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 4438,
        ""Nome"": ""Santuzza Calì"",
        ""Ruolo"": ""Costumista""
    },
    {
        ""Identificativo"": 8849,
        ""Nome"": ""Boris Stetka"",
        ""Ruolo"": ""Assistente alla regia""
    }
]";"[
    {
        ""identificativo"": 6441,
        ""Nome"": ""Teatro Regio, Torino"",
        ""Ruolo"": ""Realizzazione,Attrezzeria""
    },
    {
        ""identificativo"": 8119,
        ""Nome"": ""Spazio Scenico, Roma"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 11548,
        ""Nome"": ""Gianfranco Re, Torino"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 5400,
        ""Nome"": ""Gabriella Saladino"",
        ""Ruolo"": ""Attrezzeria""
    },
    {
        ""identificativo"": 7173,
        ""Nome"": ""Farani, Roma"",
        ""Ruolo"": ""Sartoria""
    },
    {
        ""identificativo"": 8529,
        ""Nome"": ""Biagio, Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    }
]";"/Cronologia (52555)/Autunno 1988 (32262)/1 Rheingold, Das (33561)/1 Rheingold, Das (34908)";"34908";"/Cronologia (52555)/Autunno 1988 (32262)/1 Rheingold, Das (33561)";"/Composizioni (52556)/Rheingold, Das (42022)";"";"1988-09-24";"1988-09-24";"24-09-1988 - 24-09-1988";"object_id_4682";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33562";"[
    {
        ""Identificativo"": 4275,
        ""Nome"": ""Gianfranco De Bosio"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 8596,
        ""Nome"": ""Attila Kovacs"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 4438,
        ""Nome"": ""Santuzza Calì"",
        ""Ruolo"": ""Costumista""
    }
]";"[
    {
        ""identificativo"": 8463,
        ""Nome"": ""La Bottega Veneziana, Treviso"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 11525,
        ""Nome"": ""Teatro Gioco Vita, Piacenza"",
        ""Ruolo"": ""Attrezzeria""
    },
    {
        ""identificativo"": 5400,
        ""Nome"": ""Gabriella Saladino"",
        ""Ruolo"": ""Attrezzeria""
    },
    {
        ""identificativo"": 8588,
        ""Nome"": ""Casa d’arte Cerratelli"",
        ""Ruolo"": ""Sartoria""
    },
    {
        ""identificativo"": 8529,
        ""Nome"": ""Biagio, Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 7161,
        ""Nome"": ""Rancati, Cornaredo (MI)"",
        ""Ruolo"": ""Attrezzeria""
    }
]";"/Cronologia (52555)/Autunno 1988 (32262)/4 Götterdämmerung (33562)/1 Götterdämmerung (34911)";"34911";"/Cronologia (52555)/Autunno 1988 (32262)/4 Götterdämmerung (33562)";"/Composizioni (52556)/Ring des Nibelungen: Götterdämmerung, Der (41106)";"";"1988-10-02";"1988-10-02";"02-10-1988 - 02-10-1988";"object_id_4688";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33563";"[
    {
        ""Identificativo"": 4876,
        ""Nome"": ""Egisto Marcucci"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 4774,
        ""Nome"": ""Uberto Bertacca"",
        ""Ruolo"": ""Costumista,Scenografo""
    }
]";"[
    {
        ""identificativo"": 6441,
        ""Nome"": ""Teatro Regio, Torino"",
        ""Ruolo"": ""Attrezzeria""
    },
    {
        ""identificativo"": 7749,
        ""Nome"": ""Mekane, Guidonia (Roma)"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 26822,
        ""Nome"": ""Roberto Devalle"",
        ""Ruolo"": ""Costumista""
    },
    {
        ""identificativo"": 7160,
        ""Nome"": ""Epoca (di Biagio), Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 7161,
        ""Nome"": ""Rancati, Cornaredo (MI)"",
        ""Ruolo"": ""Attrezzeria""
    }
]";"/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/1 Nozze di Figaro, Le (34951),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/2 Nozze di Figaro, Le (34952),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/3 Nozze di Figaro, Le (34953),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/4 Nozze di Figaro, Le (34954),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/5 Nozze di Figaro, Le (34955),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/6 Nozze di Figaro, Le (34956),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/7 Nozze di Figaro, Le (34957),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/8 Nozze di Figaro, Le (34958),/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)/9 Nozze di Figaro, Le (34959)";"34951,34952,34953,34954,34955,34956,34957,34958,34959";"/Cronologia (52555)/Stagione lirica 1988-1989 (32263)/5 Nozze di Figaro, Le (33563)";"/Composizioni (52556)/Nozze di Figaro, Le (40200)";"";"1989-03-14";"1989-04-02";"14-03-1989 - 02-04-1989";"object_id_4734";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33564";"[
    {
        ""Identificativo"": 7177,
        ""Nome"": ""Lamberto Puggelli"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 8501,
        ""Nome"": ""Georges Houbiers"",
        ""Ruolo"": ""Coreografo""
    },
    {
        ""Identificativo"": 4838,
        ""Nome"": ""Luisa Spinatelli"",
        ""Ruolo"": ""Costumista,Scenografo""
    }
]";"[
    {
        ""identificativo"": 7156,
        ""Nome"": ""Teatro di San Carlo, Napoli"",
        ""Ruolo"": ""Attrezzeria,Sartoria""
    },
    {
        ""identificativo"": 7160,
        ""Nome"": ""Epoca (di Biagio), Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 7161,
        ""Nome"": ""Rancati, Cornaredo (MI)"",
        ""Ruolo"": ""Attrezzeria""
    }
]";"/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/1 Rigoletto (34989),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/10 Rigoletto (34998),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/2 Rigoletto (34990),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/3 Rigoletto (34991),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/4 Rigoletto (34992),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/5 Rigoletto (34993),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/6 Rigoletto (34994),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/7 Rigoletto (34995),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/8 Rigoletto (34996),/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)/9 Rigoletto (34997)";"34989,34998,34990,34991,34992,34993,34994,34995,34996,34997";"/Cronologia (52555)/Stagione lirica 1989-1990 (32265)/1 Rigoletto (33564)";"/Composizioni (52556)/Rigoletto (42015)";"";"1989-11-14";"1989-12-10";"14-11-1989 - 10-12-1989";"object_id_4785";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33565";"[
    {
        ""Identificativo"": 3950,
        ""Nome"": ""Enzo Dara"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 3949,
        ""Nome"": ""Ulisse Santicchi"",
        ""Ruolo"": ""Costumista,Scenografo""
    },
    {
        ""Identificativo"": 3853,
        ""Nome"": ""Ivo Guerra"",
        ""Ruolo"": ""Assistente alla regia""
    }
]";"[
    {
        ""identificativo"": 10801,
        ""Nome"": ""Carlo Rubechini, Firenze"",
        ""Ruolo"": ""Attrezzeria""
    },
    {
        ""identificativo"": 8494,
        ""Nome"": ""C.T.C. Centro Telecinematografico Culturale, Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    }
]";"/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/1 Barbiere di Siviglia, Il (35095),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/2 Barbiere di Siviglia, Il (35096),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/3 Barbiere di Siviglia, Il (35097),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/4 Barbiere di Siviglia, Il (35098),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/5 Barbiere di Siviglia, Il (35099),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/6 Barbiere di Siviglia, Il (35100),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/7 Barbiere di Siviglia, Il (35101),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/8 Barbiere di Siviglia, Il (35102),/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)/9 Barbiere di Siviglia, Il (35103)";"35095,35096,35097,35098,35099,35100,35101,35102,35103";"/Cronologia (52555)/Stagione lirica 1990-1991 (32266)/8 Barbiere di Siviglia, Il (33565)";"/Composizioni (52556)/Barbiere di Siviglia, Il (40310)";"";"1991-06-26";"1991-07-14";"26-06-1991 - 14-07-1991";"object_id_4921";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33566";"[
    {
        ""Identificativo"": 8281,
        ""Nome"": ""Giuliano Montaldo"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 8282,
        ""Nome"": ""Luciano Ricceri"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 5390,
        ""Nome"": ""Nanà Cecchi"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 5349,
        ""Nome"": ""Ruggero Peruzzi"",
        ""Ruolo"": ""Costumista""
    },
    {
        ""Identificativo"": 7487,
        ""Nome"": ""Vittorio Borrelli"",
        ""Ruolo"": ""Assistente alla regia""
    }
]";"[
    {
        ""identificativo"": 11611,
        ""Nome"": ""Teatro Comunale, Firenze"",
        ""Ruolo"": ""Attrezzeria""
    },
    {
        ""identificativo"": 10801,
        ""Nome"": ""Carlo Rubechini, Firenze"",
        ""Ruolo"": ""Attrezzeria""
    },
    {
        ""identificativo"": 10521,
        ""Nome"": ""Calzature artistiche Sacchi, Firenze"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 8283,
        ""Nome"": ""Rocchetti - Carboni, Roma"",
        ""Ruolo"": ""Parrucche""
    }
]";"/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/1 Trovatore, Il (35113),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/10 Trovatore, Il (35122),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/11 Trovatore, Il (35123),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/12 Trovatore, Il (35124),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/2 Trovatore, Il (35114),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/3 Trovatore, Il (35115),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/4 Trovatore, Il (35116),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/5 Trovatore, Il (35117),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/6 Trovatore, Il (35118),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/7 Trovatore, Il (35119),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/8 Trovatore, Il (35120),/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)/9 Trovatore, Il (35121)";"35113,35122,35123,35124,35114,35115,35116,35117,35118,35119,35120,35121";"/Cronologia (52555)/Stagione d’opera 1991-1992 (32268)/1 Trovatore, Il (33566)";"/Composizioni (52556)/Trovatore, Il (40396)";"";"1991-12-03";"1992-01-12";"03-12-1991 - 12-01-1992";"object_id_4943";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33567";"[
    {
        ""Identificativo"": 7547,
        ""Nome"": ""Ugo Gregoretti"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 7220,
        ""Nome"": ""Eugenio Guglielminetti"",
        ""Ruolo"": ""Costumista,Scenografo""
    }
]";"[
    {
        ""identificativo"": 6441,
        ""Nome"": ""Teatro Regio, Torino"",
        ""Ruolo"": ""Realizzazione""
    },
    {
        ""identificativo"": 11552,
        ""Nome"": ""Kirmann, Torino"",
        ""Ruolo"": ""Sartoria""
    },
    {
        ""identificativo"": 11553,
        ""Nome"": ""Vincenti, Torino"",
        ""Ruolo"": ""Sartoria""
    },
    {
        ""identificativo"": 7160,
        ""Nome"": ""Epoca (di Biagio), Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 7161,
        ""Nome"": ""Rancati, Cornaredo (MI)"",
        ""Ruolo"": ""Attrezzeria""
    }
]";"/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)/1 Bohème, La (35156),/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)/2 Bohème, La (35157),/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)/3 Bohème, La (35158),/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)/4 Bohème, La (35159),/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)/5 Bohème, La (35160),/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)/6 Bohème, La (35161),/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)/7 Bohème, La (35162)";"35156,35157,35158,35159,35160,35161,35162";"/Cronologia (52555)/La Scuola all'Opera 1992-1993 (32269)/1 Bohème, La (33567)";"/Composizioni (52556)/Bohème, La (40142)";"";"1992-10-15";"1992-12-15";"15-10-1992 - 15-12-1992";"object_id_5002";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33568";"[
    {
        ""Identificativo"": 21132,
        ""Nome"": ""Hugo De Ana"",
        ""Ruolo"": ""Costumista,Regista,Scenografo""
    },
    {
        ""Identificativo"": 25502,
        ""Nome"": ""Elena Marzoni-Kalabakas"",
        ""Ruolo"": ""Assistente alla regia""
    },
    {
        ""Identificativo"": 11394,
        ""Nome"": ""Álvaro Aguado Zorrilla"",
        ""Ruolo"": ""Assistente alle scene""
    },
    {
        ""Identificativo"": 7860,
        ""Nome"": ""Laura Viglione"",
        ""Ruolo"": ""Assistente ai costumi""
    }
]";"[
    {
        ""identificativo"": 6425,
        ""Nome"": ""Teatro alla Scala, Milano"",
        ""Ruolo"": ""Sartoria""
    },
    {
        ""identificativo"": 7166,
        ""Nome"": ""Tirelli, Roma"",
        ""Ruolo"": ""Sartoria""
    },
    {
        ""identificativo"": 7160,
        ""Nome"": ""Epoca (di Biagio), Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 7161,
        ""Nome"": ""Rancati, Cornaredo (MI)"",
        ""Ruolo"": ""Attrezzeria""
    }
]";"/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/1 Manon Lescaut (35178),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/10 Manon Lescaut (35187),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/2 Manon Lescaut (35179),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/3 Manon Lescaut (35180),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/4 Manon Lescaut (35181),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/5 Manon Lescaut (35182),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/6 Manon Lescaut (35183),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/7 Manon Lescaut (35184),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/8 Manon Lescaut (35185),/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)/9 Manon Lescaut (35186)";"35178,35187,35179,35180,35181,35182,35183,35184,35185,35186";"/Cronologia (52555)/Stagione d'opera 1992-1993 (32270)/3 Manon Lescaut (33568)";"/Composizioni (52556)/Manon Lescaut (40252)";"";"1993-02-01";"1993-02-27";"01-02-1993 - 27-02-1993";"object_id_5028";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
